https://cdn.dsmcdn.com/ty103/campaign/banners/original/563096/08421f0025_0_new.jpg , 233 , 200
https://cdn.dsmcdn.com/ty100/campaign/banners/original/560452/0d83b152c4_1_new.jpg , 201 , 200
https://cdn.dsmcdn.com/marketing/datascience/automation/2021/4/11/Kotonkadinerkekcocuktekstil_Kadin_Webbig_202104111611.jpg , 214 , 200
https://cdn.dsmcdn.com/ty100/campaign/banners/original/562517/daa2c24c1b_1_new.jpg , 230 , 200
https://cdn.dsmcdn.com/ty99/pimWidgetApi/1328846_webBig_20210407132353_grininellitonubg070421web.jpg , 242 , 200
https://cdn.dsmcdn.com/ty101/pimWidgetApi/1331921_webBig_20210408064206_mango110321web2.jpg , 249 , 200
https://cdn.dsmcdn.com/ty100/campaign/banners/original/563165/2c5e709b1e_1_new.jpg , 196 , 200
https://cdn.dsmcdn.com/ty102/campaign/banners/original/562529/2748f6f31b_1_new.jpg , 211 , 200
https://cdn.dsmcdn.com/ty99/pimWidgetApi/1332135_webBig_20210408104825_4b5149bb091new.jpg , 225 , 200
https://cdn.dsmcdn.com/ty103/campaign/banners/original/562665/c052ab261a_1_new.jpg , 643 , 200
https://cdn.dsmcdn.com/ty99/pimWidgetApi/1331088_webBig_20210408050830_Alacatibg070421web.jpg , 181 , 200
https://cdn.dsmcdn.com/ty102/campaign/banners/original/563080/480b1bb17e_1_new.jpg , 218 , 200
https://cdn.dsmcdn.com/ty99/pimWidgetApi/1331089_webBig_20210408054018_look070421web.jpg , 219 , 200
https://cdn.dsmcdn.com/ty103/campaign/banners/original/562733/dca92d3e5b_1_new.jpg , 198 , 200
https://cdn.dsmcdn.com/ty75/pimWidgetApi/1308136_webBig_20210401062023_ninewest110321web.jpg , 220 , 200
https://cdn.dsmcdn.com/ty102/campaign/banners/original/562901/6fa6af8b5e_1_new.jpg , 199 , 200
https://cdn.dsmcdn.com/ty101/pimWidgetApi/1333910_webBig_20210409114854_sahurahazirlik020421web2.jpg , 187 , 200
https://cdn.dsmcdn.com/ty100/pimWidgetApi/1333912_webBig_20210409114908_uspolo190221web2.jpg , 215 , 200
https://cdn.dsmcdn.com/ty101/campaign/banners/original/563077/ec6dc4c354_0_new.jpg , 204 , 200
