https://www.trendyol.com/trendyolmilla--trendyol-man---yeni-sezonda-firsatlar/butikdetay/563096 , 200
https://www.trendyol.com/lc-waikiki--yetiskin--cocuk--ev/butikdetay/560452 , 200
https://www.trendyol.com/sr?cid=562938,562931,562926,562934,562949,562941,562940,562942 , 200
https://www.trendyol.com/armonika---kadin-tekstil/butikdetay/562517 , 200
https://www.trendyol.com/tum--urunler?butik=562646,562648 , 200
https://www.trendyol.com/sr?cid=562982,562977 , 200
https://www.trendyol.com/en-sevdiginiz-mobilyalar/butikdetay/563165 , 200
https://www.trendyol.com/ayakkabida-haftasonu-firsati/butikdetay/562529 , 200
https://www.trendyol.com/sr?cid=562185%2C544578%2C530052%2C511147&bu=100093%2C100094%2C100095 , 200
https://www.trendyol.com/ev-urunlerinde-dev-firsatlar/butikdetay/562665 , 200
https://www.trendyol.com/tum--urunler?butik=561604,561586 , 200
https://www.trendyol.com/mavi---yeni-sezon/butikdetay/563080 , 200
https://www.trendyol.com/tum--urunler?butik=561860,561878 , 200
https://www.trendyol.com/dekorasyon-ve-aydinlatma-firsatlari/butikdetay/562733 , 200
https://www.trendyol.com/sr?wb=618&mid=1024,107040,220175 , 200
https://www.trendyol.com/tonny-black---yildizli-firsat/butikdetay/562901 , 200
https://www.trendyol.com/sr?wc=103966,103965,103995,103962,103964,103969,103967,103963,103961,104000 , 200
https://www.trendyol.com/sr?cid=563473,563441,563437 , 200
https://www.trendyol.com/guess-buyuk-indirim/butikdetay/563077 , 200
